session_id,student_id,joined_at,left_at,engagement_level
Session_6,S267,2024-01-12 13:06:00,2024-01-12 13:30:00,medium
Session_6,S268,2024-01-12 13:09:00,2024-01-12 13:33:00,medium
Session_6,S269,2024-01-12 13:02:00,2024-01-12 13:50:00,medium
Session_6,S270,2024-01-12 13:07:00,,high
Session_6,S275,2024-01-12 13:09:00,2024-01-12 13:40:00,medium
Session_6,S276,2024-01-12 13:01:00,2024-01-12 13:30:00,medium
Session_6,S277,2024-01-12 13:02:00,2024-01-12 13:22:00,medium
Session_6,S279,2024-01-12 13:09:00,2024-01-12 13:49:00,medium
Session_6,S284,2024-01-12 13:07:00,2024-01-12 14:02:00,high
Session_6,S286,2024-01-12 13:07:00,2024-01-12 14:02:00,high
Session_6,S289,2024-01-12 13:03:00,2024-01-12 14:16:00,high
Session_6,S290,2024-01-12 13:05:00,2024-01-12 13:45:00,medium
Session_6,S291,2024-01-12 13:06:00,2024-01-12 14:10:00,high
Session_6,S292,2024-01-12 13:00:00,2024-01-12 14:10:00,high
Session_6,S293,2024-01-12 13:05:00,2024-01-12 13:21:00,low
Session_6,S294,2024-01-12 13:05:00,2024-01-12 13:41:00,medium
Session_6,S295,2024-01-12 13:02:00,2024-01-12 13:56:00,high
Session_6,S296,2024-01-12 13:05:00,2024-01-12 13:45:00,medium
Session_6,S297,2024-01-12 13:00:00,2024-01-12 13:12:00,medium
Session_6,S298,2024-01-12 13:09:00,2024-01-12 14:20:00,high
Session_6,S300,2024-01-12 13:09:00,2024-01-12 14:19:00,high
Session_7,S001,2024-01-23 10:07:00,2024-01-23 10:49:00,medium
Session_7,S002,2024-01-23 10:07:00,2024-01-23 10:12:00,low
Session_7,S003,2024-01-23 10:00:00,2024-01-23 10:26:00,medium
Session_7,S004,2024-01-23 10:05:00,2024-01-23 10:42:00,medium
Session_7,S005,2024-01-23 10:04:00,2024-01-23 10:58:00,high
Session_7,S007,2024-01-23 10:09:00,2024-01-23 11:29:00,high
Session_7,S008,2024-01-23 10:08:00,2024-01-23 10:16:00,low
Session_7,S010,2024-01-23 10:09:00,2024-01-23 10:51:00,medium
Session_7,S011,2024-01-23 10:07:00,2024-01-23 10:45:00,high
Session_7,S014,2024-01-23 10:02:00,2024-01-23 11:15:00,high
Session_7,S015,2024-01-23 10:09:00,2024-01-23 11:05:00,high
Session_7,S016,2024-01-23 10:01:00,2024-01-23 10:58:00,high
Session_7,S018,2024-01-23 10:06:00,2024-01-23 10:51:00,medium
Session_7,S019,2024-01-23 10:06:00,2024-01-23 11:05:00,medium
Session_7,S020,2024-01-23 10:04:00,2024-01-23 11:01:00,high
Session_7,S022,2024-01-23 10:04:00,2024-01-23 11:03:00,high
Session_7,S026,2024-01-23 10:03:00,2024-01-23 10:43:00,medium
Session_7,S027,2024-01-23 10:09:00,2024-01-23 11:30:00,high
Session_7,S028,2024-01-23 10:00:00,2024-01-23 10:46:00,medium
Session_7,S029,2024-01-23 10:03:00,2024-01-23 11:02:00,medium
Session_7,S030,2024-01-23 10:08:00,2024-01-23 11:36:00,high
Session_7,S032,2024-01-23 10:08:00,2024-01-23 11:04:00,high
Session_7,S033,2024-01-23 10:07:00,2024-01-23 11:26:00,high
Session_7,S038,2024-01-23 10:09:00,2024-01-23 11:31:00,high
Session_7,S039,2024-01-23 10:07:00,2024-01-23 10:34:00,medium
Session_7,S041,2024-01-23 10:05:00,2024-01-23 10:31:00,high
Session_7,S042,2024-01-23 10:05:00,2024-01-23 10:28:00,medium
Session_7,S043,2024-01-23 10:03:00,2024-01-23 11:12:00,high
Session_7,S044,2024-01-23 10:04:00,2024-01-23 10:11:00,low
Session_7,S045,2024-01-23 10:02:00,2024-01-23 11:20:00,high
Session_7,S046,2024-01-23 10:08:00,2024-01-23 10:42:00,medium
Session_7,S048,2024-01-23 10:01:00,2024-01-23 10:21:00,medium
Session_7,S049,2024-01-23 10:07:00,2024-01-23 11:01:00,medium
Session_7,S050,2024-01-23 10:09:00,2024-01-23 11:31:00,high
Session_7,S051,2024-01-23 10:08:00,2024-01-23 10:16:00,low
Session_7,S052,2024-01-23 10:07:00,,medium
Session_7,S053,2024-01-23 10:07:00,2024-01-23 10:27:00,low
Session_7,S057,2024-01-23 10:03:00,2024-01-23 11:03:00,high
Session_7,S058,2024-01-23 10:03:00,2024-01-23 10:50:00,high
Session_7,S059,2024-01-23 10:08:00,2024-01-23 11:04:00,high
Session_7,S060,2024-01-23 10:09:00,2024-01-23 10:51:00,medium
Session_7,S061,2024-01-23 10:06:00,2024-01-23 10:01:00,medium
Session_7,S062,2024-01-23 10:00:00,2024-01-23 11:21:00,high
Session_7,S064,2024-01-23 10:03:00,2024-01-23 10:58:00,medium
Session_7,S066,2024-01-23 10:08:00,2024-01-23 10:31:00,medium
Session_7,S067,2024-01-23 10:06:00,2024-01-23 11:00:00,high
Session_7,S069,2024-01-23 10:09:00,2024-01-23 11:03:00,high
Session_7,S072,2024-01-23 10:00:00,2024-01-23 11:12:00,high
Session_7,S073,2024-01-23 10:04:00,2024-01-23 10:20:00,high
Session_7,S074,2024-01-23 10:03:00,2024-01-23 10:15:00,low
Session_7,S075,2024-01-23 10:03:00,2024-01-23 10:55:00,medium
Session_7,S077,2024-01-23 10:00:00,2024-01-23 10:55:00,medium
Session_7,S078,2024-01-23 10:05:00,2024-01-23 10:50:00,high
Session_7,S079,2024-01-23 10:07:00,2024-01-23 10:28:00,medium
Session_7,S080,2024-01-23 10:04:00,2024-01-23 11:09:00,high
Session_7,S081,2024-01-23 10:02:00,2024-01-23 10:07:00,low
Session_7,S082,2024-01-23 10:04:00,2024-01-23 10:23:00,medium
Session_7,S083,2024-01-23 10:05:00,2024-01-23 10:44:00,medium
Session_7,S084,2024-01-23 10:04:00,2024-01-23 11:11:00,high
Session_7,S085,2024-01-23 10:00:00,2024-01-23 10:42:00,medium
Session_7,S093,2024-01-23 10:01:00,2024-01-23 10:56:00,medium
Session_7,S094,2024-01-23 10:01:00,2024-01-23 10:27:00,medium
Session_7,S095,2024-01-23 10:03:00,2024-01-23 11:00:00,medium
Session_7,S096,2024-01-23 10:03:00,2024-01-23 10:20:00,medium
Session_7,S097,2024-01-23 10:04:00,2024-01-23 10:24:00,medium
Session_7,S098,2024-01-23 10:07:00,2024-01-23 10:37:00,medium
Session_7,S099,2024-01-23 10:08:00,2024-01-23 10:33:00,high
Session_7,S100,2024-01-23 10:02:00,2024-01-23 11:31:00,high
Session_7,S101,2024-01-23 10:00:00,2024-01-23 11:29:00,high
Session_7,S102,2024-01-23 10:06:00,2024-01-23 10:47:00,medium
Session_7,S104,2024-01-23 10:01:00,2024-01-23 10:59:00,medium
Session_7,S105,2024-01-23 10:07:00,2024-01-23 10:13:00,low
Session_7,S106,2024-01-23 10:05:00,2024-01-23 10:58:00,high
Session_7,S107,2024-01-23 10:02:00,2024-01-23 10:56:00,medium
Session_7,S108,2024-01-23 10:03:00,2024-01-23 11:01:00,medium
Session_7,S109,2024-01-23 10:01:00,2024-01-23 11:28:00,high
Session_7,S110,2024-01-23 10:03:00,2024-01-23 11:25:00,high
Session_7,S111,2024-01-23 10:08:00,2024-01-23 10:53:00,high
Session_7,S112,2024-01-23 10:09:00,2024-01-23 10:58:00,high
Session_7,S113,2024-01-23 10:06:00,2024-01-23 10:28:00,low
Session_7,S118,2024-01-23 10:02:00,2024-01-23 11:25:00,high
Session_7,S119,2024-01-23 10:05:00,2024-01-23 10:22:00,low
Session_7,S120,2024-01-23 10:05:00,2024-01-23 11:01:00,medium
Session_7,S121,2024-01-23 10:05:00,2024-01-23 10:19:00,low
Session_7,S122,2024-01-23 10:00:00,2024-01-23 10:11:00,low
Session_7,S124,2024-01-23 10:07:00,2024-01-23 11:08:00,high
Session_7,S125,2024-01-23 10:09:00,2024-01-23 11:02:00,high
Session_7,S126,2024-01-23 10:07:00,2024-01-23 11:04:00,medium
Session_7,S129,2024-01-23 10:07:00,2024-01-23 11:26:00,high
Session_7,S130,2024-01-23 10:07:00,2024-01-23 10:39:00,medium
Session_7,S132,2024-01-23 10:00:00,2024-01-23 11:20:00,high
Session_7,S133,2024-01-23 10:08:00,2024-01-23 10:29:00,high
Session_7,S134,2024-01-23 10:09:00,2024-01-23 10:50:00,medium
Session_7,S136,2024-01-23 10:09:00,2024-01-23 10:40:00,medium
Session_7,S139,2024-01-23 10:04:00,2024-01-23 10:35:00,medium
Session_7,S142,2024-01-23 10:02:00,2024-01-23 10:49:00,high
Session_7,S143,2024-01-23 10:06:00,2024-01-23 10:35:00,medium
Session_7,S144,2024-01-23 10:07:00,2024-01-23 10:57:00,medium
Session_7,S145,2024-01-23 10:01:00,2024-01-23 10:51:00,high
Session_7,S146,2024-01-23 10:08:00,2024-01-23 11:26:00,high
Session_7,S147,2024-01-23 10:06:00,2024-01-23 11:04:00,medium
Session_7,S149,2024-01-23 10:05:00,2024-01-23 11:27:00,high
Session_7,S150,2024-01-23 10:08:00,2024-01-23 11:07:00,high
Session_7,S152,2024-01-23 10:03:00,2024-01-23 11:20:00,high
Session_7,S153,2024-01-23 10:06:00,2024-01-23 11:08:00,high
Session_7,S154,2024-01-23 10:02:00,2024-01-23 10:52:00,medium
Session_7,S155,2024-01-23 10:01:00,2024-01-23 10:06:00,low
Session_7,S156,2024-01-23 10:01:00,2024-01-23 11:13:00,high
Session_7,S158,2024-01-23 10:04:00,2024-01-23 10:51:00,medium
Session_7,S159,2024-01-23 10:07:00,2024-01-23 11:18:00,high
Session_7,S161,2024-01-23 10:06:00,2024-01-23 11:03:00,medium
Session_7,S164,2024-01-23 10:02:00,2024-01-23 10:30:00,medium
Session_7,S165,2024-01-23 10:09:00,2024-01-23 11:32:00,high
Session_7,S166,2024-01-23 10:03:00,2024-01-23 10:11:00,low
Session_7,S168,2024-01-23 10:05:00,2024-01-23 10:33:00,high
Session_7,S169,2024-01-23 10:00:00,2024-01-23 11:19:00,high
Session_7,S170,2024-01-23 10:00:00,2024-01-23 10:44:00,medium
Session_7,S171,2024-01-23 10:02:00,2024-01-23 10:23:00,medium
Session_7,S172,2024-01-23 10:09:00,2024-01-23 10:58:00,high
Session_7,S173,2024-01-23 10:05:00,2024-01-23 10:55:00,medium
Session_7,S174,2024-01-23 10:05:00,2024-01-23 10:49:00,high
Session_7,S175,2024-01-23 10:09:00,2024-01-23 10:33:00,medium
Session_7,S176,2024-01-23 10:09:00,2024-01-23 11:31:00,high
Session_7,S177,2024-01-23 10:04:00,2024-01-23 10:38:00,medium
Session_7,S178,2024-01-23 10:04:00,2024-01-23 10:26:00,medium
Session_7,S180,2024-01-23 10:06:00,2024-01-23 10:55:00,high
Session_7,S182,2024-01-23 10:05:00,2024-01-23 11:14:00,high
Session_7,S183,2024-01-23 10:04:00,2024-01-23 10:15:00,low
Session_7,S184,2024-01-23 10:02:00,2024-01-23 10:26:00,low
Session_7,S185,2024-01-23 10:01:00,2024-01-23 11:14:00,high
Session_7,S186,2024-01-23 10:09:00,2024-01-23 10:38:00,medium
Session_7,S187,2024-01-23 10:03:00,2024-01-23 10:20:00,low
Session_7,S188,2024-01-23 10:06:00,2024-01-23 11:05:00,medium
Session_7,S189,2024-01-23 10:05:00,2024-01-23 10:55:00,medium
Session_7,S190,2024-01-23 10:08:00,2024-01-23 11:19:00,high
Session_7,S191,2024-01-23 10:02:00,2024-01-23 11:29:00,high
Session_7,S196,2024-01-23 10:09:00,2024-01-23 10:30:00,medium
Session_7,S200,2024-01-23 10:05:00,2024-01-23 10:27:00,medium
Session_7,S201,2024-01-23 10:04:00,2024-01-23 10:15:00,medium
Session_7,S202,2024-01-23 10:05:00,2024-01-23 11:26:00,high
Session_7,S204,2024-01-23 10:00:00,2024-01-23 10:21:00,low
Session_7,S205,2024-01-23 10:08:00,2024-01-23 10:30:00,medium
Session_7,S206,2024-01-23 10:05:00,2024-01-23 10:48:00,high
Session_7,S207,2024-01-23 10:09:00,2024-01-23 11:28:00,high
Session_7,S208,2024-01-23 10:07:00,2024-01-23 10:42:00,medium
Session_7,S209,2024-01-23 10:08:00,2024-01-23 11:26:00,high
Session_7,S210,2024-01-23 10:02:00,2024-01-23 10:50:00,high
Session_7,S211,2024-01-23 10:09:00,2024-01-23 10:39:00,medium
Session_7,S212,2024-01-23 10:09:00,2024-01-23 10:51:00,medium
Session_7,S213,2024-01-23 10:06:00,2024-01-23 10:51:00,medium
Session_7,S215,2024-01-23 10:06:00,2024-01-23 10:57:00,medium
Session_7,S216,2024-01-23 10:03:00,2024-01-23 11:19:00,high
Session_7,S217,2024-01-23 10:07:00,2024-01-23 11:01:00,medium
Session_7,S218,2024-01-23 10:08:00,2024-01-23 10:52:00,medium
Session_7,S219,2024-01-23 10:04:00,2024-01-23 10:45:00,medium
Session_7,S222,2024-01-23 10:03:00,2024-01-23 10:58:00,medium
Session_7,S223,2024-01-23 10:08:00,2024-01-23 11:10:00,high
Session_7,S225,2024-01-23 10:06:00,2024-01-23 11:29:00,high
Session_7,S226,2024-01-23 10:00:00,2024-01-23 11:00:00,high
Session_7,S227,2024-01-23 10:00:00,2024-01-23 10:09:00,low
Session_7,S228,2024-01-23 10:00:00,2024-01-23 10:54:00,medium
Session_7,S229,2024-01-23 10:02:00,2024-01-23 10:26:00,low
Session_7,S230,2024-01-23 10:04:00,2024-01-23 10:41:00,medium
Session_7,S232,2024-01-23 10:06:00,2024-01-23 10:37:00,medium
Session_7,S236,2024-01-23 10:09:00,2024-01-23 10:37:00,medium
Session_7,S237,2024-01-23 10:01:00,2024-01-23 10:54:00,high
Session_7,S238,2024-01-23 10:01:00,2024-01-23 10:59:00,high
Session_7,S239,2024-01-23 10:09:00,2024-01-23 10:57:00,medium
Session_7,S240,2024-01-23 10:01:00,2024-01-23 11:29:00,high
Session_7,S244,2024-01-23 10:05:00,2024-01-23 10:42:00,medium
Session_7,S245,2024-01-23 10:08:00,2024-01-23 10:46:00,high
Session_7,S247,2024-01-23 10:07:00,2024-01-23 11:00:00,medium
Session_7,S248,2024-01-23 10:08:00,2024-01-23 10:22:00,low
Session_7,S249,2024-01-23 10:01:00,2024-01-23 10:17:00,low
Session_7,S250,2024-01-23 10:08:00,2024-01-23 10:14:00,low
Session_7,S251,2024-01-23 10:08:00,2024-01-23 11:05:00,high
Session_7,S252,2024-01-23 10:06:00,2024-01-23 10:16:00,medium
Session_7,S255,2024-01-23 10:01:00,2024-01-23 10:58:00,high
Session_7,S256,2024-01-23 10:09:00,2024-01-23 10:53:00,medium
Session_7,S258,2024-01-23 10:05:00,2024-01-23 10:27:00,medium
Session_7,S259,2024-01-23 10:07:00,2024-01-23 10:02:00,medium
Session_7,S260,2024-01-23 10:09:00,2024-01-23 11:05:00,high
Session_7,S263,2024-01-23 10:04:00,2024-01-23 10:28:00,high
Session_7,S265,2024-01-23 10:01:00,2024-01-23 10:16:00,low
Session_7,S266,2024-01-23 10:07:00,2024-01-23 11:00:00,medium
Session_7,S270,2024-01-23 10:07:00,2024-01-23 10:26:00,high
Session_7,S274,2024-01-23 10:06:00,2024-01-23 10:19:00,low
Session_7,S276,2024-01-23 10:06:00,2024-01-23 10:32:00,medium
Session_7,S277,2024-01-23 10:04:00,2024-01-23 10:28:00,medium
Session_7,S278,2024-01-23 10:00:00,2024-01-23 10:24:00,medium
Session_7,S279,2024-01-23 10:09:00,2024-01-23 10:44:00,medium
Session_7,S280,2024-01-23 10:00:00,2024-01-23 10:57:00,medium
Session_7,S283,2024-01-23 10:01:00,2024-01-23 10:47:00,medium
Session_7,S284,2024-01-23 10:00:00,2024-01-23 11:13:00,high
Session_7,S286,2024-01-23 10:09:00,2024-01-23 11:32:00,high
Session_7,S289,2024-01-23 10:07:00,2024-01-23 11:16:00,high
Session_7,S290,2024-01-23 10:04:00,2024-01-23 10:32:00,medium
Session_7,S291,2024-01-23 10:01:00,2024-01-23 11:19:00,high
Session_7,S292,2024-01-23 10:09:00,2024-01-23 10:59:00,high
Session_7,S295,2024-01-23 10:08:00,2024-01-23 11:04:00,high
Session_7,S296,2024-01-23 10:03:00,2024-01-23 10:27:00,medium
Session_7,S297,2024-01-23 10:01:00,2024-01-23 10:14:00,medium
Session_7,S298,2024-01-23 10:07:00,2024-01-23 11:26:00,high
Session_7,S300,2024-01-23 10:02:00,2024-01-23 11:01:00,high
Session_8,S001,2024-01-10 09:09:00,2024-01-10 10:00:00,medium
Session_8,S003,2024-01-10 09:05:00,2024-01-10 09:55:00,medium
Session_8,S004,2024-01-10 09:02:00,2024-01-10 09:35:00,medium
Session_8,S005,2024-01-10 09:04:00,2024-01-10 09:51:00,high
Session_8,S006,2024-01-10 09:05:00,2024-01-10 10:12:00,high
Session_8,S007,2024-01-10 09:09:00,2024-01-10 09:59:00,high
Session_8,S008,2024-01-10 09:00:00,2024-01-10 09:12:00,low
Session_8,S009,2024-01-10 09:06:00,2024-01-10 09:37:00,medium
Session_8,S010,2024-01-10 09:06:00,2024-01-10 09:55:00,medium
Session_8,S012,2024-01-10 09:00:00,2024-01-10 09:06:00,low
Session_8,S014,2024-01-10 09:04:00,2024-01-10 10:16:00,high
Session_8,S015,2024-01-10 09:08:00,2024-01-10 09:54:00,high
Session_8,S016,2024-01-10 09:01:00,,high
Session_8,S017,2024-01-10 09:03:00,2024-01-10 09:43:00,medium
Session_8,S018,2024-01-10 09:05:00,2024-01-10 09:44:00,medium
Session_8,S019,2024-01-10 09:09:00,2024-01-10 09:34:00,medium
Session_8,S020,2024-01-10 09:00:00,2024-01-10 09:49:00,high
Session_8,S022,2024-01-10 09:02:00,2024-01-10 10:21:00,high
Session_8,S023,2024-01-10 09:05:00,2024-01-10 10:28:00,high
Session_8,S027,2024-01-10 09:07:00,2024-01-10 10:31:00,high
Session_8,S028,2024-01-10 09:01:00,2024-01-10 09:40:00,medium
Session_8,S029,2024-01-10 09:09:00,2024-01-10 10:07:00,medium
Session_8,S032,2024-01-10 09:08:00,2024-01-10 10:32:00,high
Session_8,S033,2024-01-10 09:01:00,2024-01-10 10:00:00,high
Session_8,S035,2024-01-10 09:08:00,2024-01-10 09:22:00,low
Session_8,S036,2024-01-10 09:06:00,2024-01-10 09:14:00,low
Session_8,S037,2024-01-10 09:02:00,2024-01-10 09:47:00,medium
Session_8,S038,2024-01-10 09:00:00,2024-01-10 10:17:00,high
Session_8,S040,2024-01-10 09:00:00,2024-01-10 09:33:00,medium
Session_8,S041,2024-01-10 09:04:00,2024-01-10 10:27:00,high
Session_8,S043,2024-01-10 09:00:00,2024-01-10 10:23:00,high
Session_8,S050,2024-01-10 09:08:00,2024-01-10 09:56:00,high
Session_8,S052,2024-01-10 09:09:00,2024-01-10 09:58:00,medium
Session_8,S053,2024-01-10 09:02:00,2024-01-10 09:22:00,low
Session_8,S055,2024-01-10 09:01:00,2024-01-10 09:56:00,medium
Session_8,S056,2024-01-10 09:05:00,2024-01-10 09:29:00,low
Session_8,S057,2024-01-10 09:04:00,2024-01-10 10:26:00,high
Session_8,S058,2024-01-10 09:00:00,2024-01-10 09:45:00,high
Session_8,S060,2024-01-10 09:09:00,2024-01-10 09:42:00,medium
Session_8,S061,2024-01-10 09:09:00,2024-01-10 09:59:00,medium
Session_8,S063,2024-01-10 09:00:00,2024-01-10 09:18:00,low
Session_8,S064,2024-01-10 09:07:00,2024-01-10 09:53:00,medium
Session_8,S066,2024-01-10 09:01:00,2024-01-10 09:57:00,medium
Session_8,S067,2024-01-10 09:07:00,2024-01-10 10:11:00,high
Session_8,S069,2024-01-10 09:02:00,2024-01-10 10:29:00,high
Session_8,S072,2024-01-10 09:06:00,2024-01-10 10:09:00,high
Session_8,S073,2024-01-10 09:04:00,2024-01-10 10:25:00,high
Session_8,S075,2024-01-10 09:01:00,2024-01-10 09:40:00,medium
Session_8,S076,2024-01-10 09:01:00,2024-01-10 09:58:00,medium
Session_8,S078,2024-01-10 09:07:00,2024-01-10 09:53:00,high
Session_8,S080,2024-01-10 09:06:00,2024-01-10 10:04:00,high
Session_8,S083,2024-01-10 09:02:00,2024-01-10 09:23:00,medium
Session_8,S084,2024-01-10 09:04:00,2024-01-10 09:58:00,high
Session_8,S085,2024-01-10 09:05:00,2024-01-10 09:45:00,medium
Session_8,S086,2024-01-10 09:01:00,2024-01-10 09:43:00,medium
Session_8,S087,2024-01-10 09:07:00,2024-01-10 09:35:00,medium
Session_8,S088,2024-01-10 09:04:00,2024-01-10 09:24:00,medium
Session_8,S089,2024-01-10 09:01:00,2024-01-10 09:11:00,low
Session_8,S090,2024-01-10 09:03:00,2024-01-10 09:34:00,medium
Session_8,S091,2024-01-10 09:06:00,2024-01-10 10:19:00,high
Session_8,S092,2024-01-10 09:00:00,2024-01-10 09:51:00,medium
Session_8,S093,2024-01-10 09:05:00,2024-01-10 09:51:00,medium
Session_8,S099,2024-01-10 09:00:00,2024-01-10 10:02:00,high
Session_8,S100,2024-01-10 09:07:00,2024-01-10 09:58:00,high
Session_8,S103,2024-01-10 09:09:00,2024-01-10 09:56:00,medium
Session_8,S104,2024-01-10 09:07:00,2024-01-10 09:34:00,medium
Session_8,S105,2024-01-10 09:07:00,2024-01-10 09:15:00,low
Session_8,S106,2024-01-10 09:00:00,2024-01-10 10:18:00,high
Session_8,S107,2024-01-10 09:09:00,2024-01-10 10:05:00,medium
Session_8,S109,2024-01-10 09:06:00,2024-01-10 09:32:00,high
Session_8,S111,2024-01-10 09:08:00,2024-01-10 09:59:00,high
Session_8,S112,2024-01-10 09:09:00,2024-01-10 10:13:00,high
Session_8,S115,2024-01-10 09:06:00,2024-01-10 09:19:00,medium
Session_8,S118,2024-01-10 09:09:00,2024-01-10 10:18:00,high
Session_8,S119,2024-01-10 09:02:00,2024-01-10 09:13:00,low
Session_8,S120,2024-01-10 09:07:00,2024-01-10 09:36:00,medium
Session_8,S124,2024-01-10 09:00:00,2024-01-10 09:54:00,high
Session_8,S125,2024-01-10 09:04:00,2024-01-10 10:29:00,high
Session_8,S127,2024-01-10 09:05:00,2024-01-10 09:20:00,low
Session_8,S132,2024-01-10 09:09:00,2024-01-10 10:27:00,high
Session_8,S133,2024-01-10 09:05:00,2024-01-10 10:22:00,high
Session_8,S134,2024-01-10 09:07:00,2024-01-10 09:45:00,medium
Session_8,S135,2024-01-10 09:03:00,2024-01-10 09:08:00,low
Session_8,S136,2024-01-10 09:00:00,2024-01-10 09:27:00,medium
Session_8,S137,2024-01-10 09:07:00,2024-01-10 09:49:00,medium
Session_8,S139,2024-01-10 09:03:00,2024-01-10 09:47:00,medium
Session_8,S142,2024-01-10 09:05:00,2024-01-10 10:00:00,high
Session_8,S143,2024-01-10 09:02:00,2024-01-10 09:59:00,medium
Session_8,S144,2024-01-10 09:07:00,2024-01-10 10:00:00,medium
Session_8,S145,2024-01-10 09:00:00,2024-01-10 10:17:00,high
Session_8,S146,2024-01-10 09:08:00,2024-01-10 10:25:00,high
Session_8,S148,2024-01-10 09:04:00,2024-01-10 09:17:00,medium
Session_8,S149,2024-01-10 09:00:00,2024-01-10 10:04:00,high
Session_8,S150,2024-01-10 09:09:00,2024-01-10 10:02:00,high
Session_8,S152,2024-01-10 09:08:00,2024-01-10 10:17:00,high
Session_8,S153,2024-01-10 09:06:00,2024-01-10 09:30:00,high
Session_8,S154,2024-01-10 09:05:00,2024-01-10 09:28:00,medium
Session_8,S156,2024-01-10 09:03:00,2024-01-10 10:18:00,high
Session_8,S159,2024-01-10 09:07:00,2024-01-10 10:24:00,high
Session_8,S161,2024-01-10 09:06:00,2024-01-10 10:04:00,medium
Session_8,S163,2024-01-10 09:08:00,2024-01-10 10:01:00,medium
Session_8,S165,2024-01-10 09:07:00,2024-01-10 09:02:00,high
Session_8,S167,2024-01-10 09:07:00,2024-01-10 09:29:00,medium
Session_8,S168,2024-01-10 09:06:00,2024-01-10 09:58:00,high
Session_8,S169,2024-01-10 09:08:00,2024-01-10 10:05:00,high
Session_8,S170,2024-01-10 09:04:00,2024-01-10 09:28:00,medium
Session_8,S172,2024-01-10 09:06:00,2024-01-10 09:57:00,high
Session_8,S173,2024-01-10 09:06:00,2024-01-10 10:02:00,medium
Session_8,S174,2024-01-10 09:07:00,2024-01-10 10:08:00,high
Session_8,S176,2024-01-10 09:07:00,2024-01-10 10:14:00,high
Session_8,S177,2024-01-10 09:01:00,2024-01-10 09:40:00,medium
Session_8,S180,2024-01-10 09:05:00,2024-01-10 10:18:00,high
Session_8,S181,2024-01-10 09:06:00,2024-01-10 09:42:00,medium
Session_8,S182,2024-01-10 09:08:00,2024-01-10 10:31:00,high
Session_8,S185,2024-01-10 09:02:00,2024-01-10 10:20:00,high
Session_8,S186,2024-01-10 09:04:00,2024-01-10 09:41:00,medium
Session_8,S188,2024-01-10 09:03:00,2024-01-10 09:44:00,medium
Session_8,S189,2024-01-10 09:08:00,2024-01-10 09:24:00,medium
Session_8,S190,2024-01-10 09:06:00,2024-01-10 09:59:00,high
Session_8,S191,2024-01-10 09:05:00,2024-01-10 09:43:00,high
Session_8,S192,2024-01-10 09:06:00,2024-01-10 09:15:00,low
Session_8,S194,2024-01-10 09:05:00,2024-01-10 09:22:00,medium
Session_8,S195,2024-01-10 09:06:00,2024-01-10 09:21:00,medium
Session_8,S196,2024-01-10 09:03:00,2024-01-10 09:56:00,medium
Session_8,S200,2024-01-10 09:01:00,2024-01-10 09:31:00,medium
Session_8,S202,2024-01-10 09:09:00,2024-01-10 10:04:00,high
Session_8,S206,2024-01-10 09:07:00,2024-01-10 10:31:00,high
Session_8,S207,2024-01-10 09:02:00,2024-01-10 09:49:00,high
Session_8,S209,2024-01-10 09:05:00,2024-01-10 10:05:00,high
Session_8,S211,2024-01-10 09:06:00,2024-01-10 09:24:00,medium
Session_8,S212,2024-01-10 09:00:00,2024-01-10 09:55:00,medium
Session_8,S214,2024-01-10 09:06:00,2024-01-10 10:32:00,high
Session_8,S215,2024-01-10 09:00:00,2024-01-10 09:26:00,medium
Session_8,S216,2024-01-10 09:02:00,2024-01-10 09:50:00,high
Session_8,S220,2024-01-10 09:00:00,2024-01-10 09:05:00,low
Session_8,S223,2024-01-10 09:06:00,2024-01-10 10:05:00,high
Session_8,S225,2024-01-10 09:01:00,2024-01-10 10:01:00,high
Session_8,S229,2024-01-10 09:07:00,2024-01-10 09:24:00,low
Session_8,S230,2024-01-10 09:07:00,2024-01-10 09:15:00,medium
Session_8,S231,2024-01-10 09:05:00,2024-01-10 09:33:00,medium
Session_8,S234,2024-01-10 09:06:00,2024-01-10 09:20:00,medium
Session_8,S235,2024-01-10 09:01:00,2024-01-10 09:55:00,high
Session_8,S236,2024-01-10 09:04:00,2024-01-10 09:43:00,medium
Session_8,S237,2024-01-10 09:08:00,2024-01-10 10:06:00,high
Session_8,S238,2024-01-10 09:03:00,2024-01-10 10:24:00,high
Session_8,S239,2024-01-10 09:08:00,2024-01-10 09:29:00,medium
Session_8,S240,2024-01-10 09:03:00,2024-01-10 09:53:00,high
Session_8,S244,2024-01-10 09:03:00,2024-01-10 09:36:00,medium
Session_8,S245,2024-01-10 09:07:00,2024-01-10 10:11:00,high
Session_8,S247,2024-01-10 09:02:00,2024-01-10 09:54:00,medium
Session_8,S251,2024-01-10 09:00:00,2024-01-10 09:49:00,high
Session_8,S254,2024-01-10 09:02:00,2024-01-10 09:51:00,medium
Session_8,S256,2024-01-10 09:00:00,2024-01-10 09:59:00,medium
Session_8,S258,2024-01-10 09:08:00,2024-01-10 10:01:00,medium
Session_8,S259,2024-01-10 09:05:00,2024-01-10 10:00:00,medium
Session_8,S260,2024-01-10 09:06:00,2024-01-10 10:17:00,high
Session_8,S261,2024-01-10 09:05:00,2024-01-10 09:25:00,medium
Session_8,S263,2024-01-10 09:09:00,2024-01-10 10:01:00,high
Session_8,S264,2024-01-10 09:05:00,2024-01-10 09:59:00,medium
